"Nr. crt.","Regiune","Județ","Legislație/Mecanism finanțare","Autoritatea finanțatoare","Local/ central","Domeniu","An","Lista ONG","Suma","Contact ONG-WEBSITE","","{=INDEX(Autoritatea finanțatoare,MATCH(0,COUNTIF($D$4:D4,list),0))}"
"1879","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA CABANE DE CREASTĂ MAGASHEGYI MENEDEKHAZAK","2,000","http://menedekhaz.ro/s/","",""
"1880","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","SOCIETATEA ROMÂNĂ DE ULTRASONOGRAFIE ÎN MEDICINĂ ȘI BIOLOGIE","15,000","http://www.srumb.ro/","",""
"1881","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FUNDAȚIA TRANSILVANIA TRUST","11,372","http://www.transylvaniatrust.ro/","",""
"1882","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA STUDENT ALPHA","2,000","","",""
"1883","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","SOCIETATEA DE MEDICINĂ DE URGENȚĂ ȘI CATASTROFĂ DIN ROMÂNIA - FILIALA CLUJ","15,000","","",""
"1884","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA MÂNUȚE PRICEPUTE","3,000","https://manutepricepute.ro/","",""
"1885","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA WEB FOR CLUJ","1,000","","",""
"1886","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA IOAN BOB","3,000","https://scoalabob.ro/c/noutati/","",""
"1887","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA SEPTIMIU MUREȘAN - CLUJ-NAPOCA","5,000","","",""
"1888","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","COLEGIUL TEHNIC RALUCA RIPAN CLUJ-NAPOCA","3,000","http://colegiulralucaripan.ro/","",""
"1889","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA C.S. NAPOCA DANCE","1,000","http://napocadance.ro/pages/noutati-12.html","",""
"1890","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA VECHIUL CLUJ","4,000","http://vechiulcluj.ro/","",""
"1891","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FEDERAȚIA UNIVERSITARĂ MAGHIARĂ DIN CLUJ-NAPOCA","4,000","http://kmei.ro/federatia-universitara-maghiara-din-cluj/","",""
"1892","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","SOCIETATEA MUZEULUI ARDELEAN","8,000","","",""
"1893","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA GRUPUL DE INIȚIATIVĂ BASARABEANĂ DIN CLUJ-NAPOCA","2,000","http://www.gibcluj.ro/","",""
"1894","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA CREATE.ACT.ENJOY","2,000","http://createactenjoy.com/","",""
"1895","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA TINERETULUI ROMÂN UNIT - ASTRU CLUJ","1,000","http://cluj.astru.ro/","",""
"1896","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA TINERILOR CREȘTINI ORTODOCȘI CLUJ","2,000","http://atcorcluj.ro/","",""
"1897","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA PENTRU TINERET ȘI SPORT","8,000","http://www.tineretsibiu.ro/new/","",""
"1898","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA CLUBUL MEDIA CORBUL ALB","3,000","","",""
"1899","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA CSERKESZLILIOM","2,000","http://cserkeszliliom.ro/","",""
"1900","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA TINERI PENTRU TRANSILVANIA","3,000","","",""
"1901","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA STUDENT PLUS","4,000","","",""
"1902","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA ÎNVAȚĂ SĂ DĂRUIEȘTI","1,201","http://invatasadaruiesti.info/invata-sa-daruiesti/ro/","",""
"1903","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA AUTISM TRANSILVANIA","2,000","http://www.autismtransilvania.ro/","",""
"1904","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA PENTRU EDUCAȚIE INOVATIVĂ","3,000","","",""
"1905","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA - SOCIETATEA CARPATINĂ ARDELEANĂ","7,000","http://www.eke.ro/ro/","",""
"1906","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA HANDICOPE","2,000","http://www.handicope.ro/","",""
"1907","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA GUTENBERG - ORGANIZAȚIA STUDENȚILOR VORBITORI DE LIMBA GERMANĂ","2,000","","",""
"1908","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","PALATUL COPIILOR CLUJ","9,000","http://palatulcopiilorcluj.ro/","",""
"1909","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA COLECTIV A","2,000","https://www.colectiva.ro/","",""
"1910","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ORGANIZAȚIA STUDENȚILOR ECONOMIȘTI","2,000","https://osecluj.ro/","",""
"1911","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA ARGUMENTUM AD POPULUM","2,954","","",""
"1912","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","SOCIETATEA NAȚIONALĂ DE CRUCE ROȘIE DIN ROMÂNIA - FILIALA CLUJ","7,000","http://www.crrcluj.ro/index.php/contact-crucea-rosie-cluj.html","",""
"1913","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA TRANSILVANIA CONECTION","2,000","","",""
"1914","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA RIF","4,384","http://rif.ro/rif/","",""
"1915","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","AIESEC CLUJ-NAPOCA","1,000","https://aiesec-cluj.ro/","",""
"1916","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIATIA TINERETUL ONU DIN ROMANIA, FILIALA CLUJ","1,000","https://www.unyouth.ro/ro/acasa/","",""
"1917","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ORGANIZAȚIA STUDENȚILOR DIN UNIVERSITATEA TEHNICĂ","2,000","http://osut.org/","",""
"1918","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FEDERAȚIA CONSORȚIUL ORGANIZAȚIILOR STUDENȚEȘTI DIN CLUJ (COS)","2,000","http://coscj.ro/about-us/","",""
"1919","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA TINERILOR CLUJENI","11,000","https://www.facebook.com/ATClujeni/","",""
"1920","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","LICEUL TEORETIC ONISIFOR GHIBU","3,000","https://www.liceul-onisifor-ghibu.ro/","",""
"1921","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA KIFOR","5,370","http://www.ongcluj.ro/ro/content/asociatia-kifor","",""
"1922","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA COLEGIULUI ORTODOX CLUJ","3,000","","",""
"1923","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","UNIUNEA STUDENȚEASCĂ MAGHIARĂ DIN CLUJ","8,211","","",""
"1924","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FUNDAȚIA PĂRINȚI DIN ROMÂNIA","3,000","http://www.parintiromania.ro/","",""
"1925","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA EDUCAȚIE PENTRU VIAȚĂ MONTESSORI CLUJ","2,000","http://filopediamontessori.ro/","",""
"1926","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA ENCYCLOPAEDIA","2,000","","",""
"1927","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA APATHY ISTVAN","2,000","http://apathy.kmei.ro/","",""
"1928","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA PRO JANOS ZSIGMOND","4,000","http://www.janoszsigmond.ro/ro/","",""
"1929","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FUNDAȚIA ESTUAR","998,73","http://www.estuar.org/","",""
"1930","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ȘCOALA GIMNAZIALĂ AVRAM IANCU CÂMPIA TURZII","2,000","","",""
"1931","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FUNDAȚIA ANDREI MUREȘANU","3,000","","",""
"1932","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","AVPS VADUL SOMEȘULUI","9,000","","",""
"1933","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA CIVILĂ A MAGHIARILOR DEJENI","8,000","","",""
"1934","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA CULTURALĂ ASTRA DEJ","5,000","http://www.asociatiunea-astra.ro/site/","",""
"1935","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA PĂRINȚILOR, ELEVILOR ȘI PROFESORILOR DE LA ȘCOALA NR. 1 DEJ","3,000","","",""
"1936","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA VREAU SĂ TRĂIESC LIBER","8,000","https://www.facebook.com/vreausatraiescliber/","",""
"1937","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FUNDAȚIA DE ASISTENȚĂ SOCIALĂ INIMA COPILULUI","4,851","https://www.facebook.com/inimacopilului","",""
"1938","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA FILANTROPIA ORTODOXĂ - FILIALA GHERLA","2,000","https://ro-ro.facebook.com/pages/category/Non-Governmental-Organization--NGO-/Asocia%C5%A3ia-Filantropia-Ortodox%C4%83-filiala-Gherla-1514097358886571/","",""
"1939","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA OASTEA DOMNULUI - FILIALA GHERLA","3,000","http://www.oasteadomnuluigherla.ro/","",""
"1940","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FUNDAȚIA CULTURALĂ TEKA","12,000","https://www.teka.ro/2013-12-16-13-53-39","",""
"1941","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA TINERILOR CREȘTINI ORTODOCȘI GHERLA","2,000","https://atcorcluj.wordpress.com/","",""
"1942","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","GRĂDINIȚA CU PROGRAM PRELUNGIT VESELIEI","2,999","","",""
"1943","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FUNDAȚIA CREȘTINĂ SFÂNTUL NICOLAE GHERLA","1,000","","",""
"1944","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA SOCIETATEA CARPATINA ARDELEANĂ - TURDA","4,500","http://www.eke.ro/ro/","",""
"1945","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA PĂRINȚILOR ÎMPREUNĂ PENTRU EDUCAȚIE","1,000","","",""
"1946","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA TURDA TIN","1,600","https://www.facebook.com/TurdaTin/","",""
"1947","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","COLEGIUL NAȚIONAL MIHAI VITEAZUL TURDA","2,800","https://cnmvturda.ro/","",""
"1948","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA KALOTASZEG IFJUSAGAERT","3,672","","",""
"1949","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA ACTIVED 2013","2,000","","",""
"1950","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","STRUCTURA CLUBUL COPIILOR HUEDIN","6,848","http://clubulcopiilorhuedin.blogspot.com/","",""
"1951","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA KALOTASZEG NTE","5,000","","",""
"1952","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","FUNDAȚIA KALLOS ZOLTAN","10,000","https://www.kallos.org.ro/","",""
"1953","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIATIA FIII CAMARASULUI","3,000","","",""
"1954","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA GOSPODARILOR DIN COJOCNA","7,140","","",""
"1955","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA COMUNITARĂ LACURI (TOVIDEK)","7,998","","",""
"1956","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ȘCOALA GIMNAZIALĂ GHEORGHE ȘINCAI FLOREȘTI","3,000","http://www.scoalasincaifloresti.ro/","",""
"1957","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA ALPHA IT EVENTS","7,000","","",""
"1958","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA BIOAGRICULTORILOR DIN ROMÂNIA BIOTERRA ROMÂNIA","4,000","http://www.bioterra.org.ro/","",""
"1959","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA HANGYA","4,000","","",""
"1960","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA EDEN 75","8,000","","",""
"1961","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA PRO MIHAI VITEAZU","747,80","","",""
"1962","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA ECOLOGICĂ SILVANUS","4,500","","",""
"1963","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA PSIHOPEDAGOGILOR DIN ROMÂNIA","3,000","","",""
"1964","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ȘCOALA GIMNAZIALĂ TURENI","2,697","","",""
"1965","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ASOCIAȚIA PENTRU DEZVOLTARE COMUNITARĂ VAD-CALNA","5,000","","",""
"1966","Nord-Vest","Cluj","Legea 350/2005","Consiliul Județean Cluj","Local","Tineret","2017","ȘCOALA GIMNAZIALĂ VIIȘOARA","3,000","","",""
"1967","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ACADEMIA DE FOTBAL FARUL CONSTANŢA","1,050,000","http://www.academiafarul.ro/","",""
"1968","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA BASCHET CLUB ATHLETIC","144,421","https://www.facebook.com/bcathletic/","",""
"1969","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA CLUB SPORTIV FIANCHETTO CONSTANŢA","21,600","","",""
"1970","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA CLUB SPORTIV RUGBY TEAM CONSTANŢA","856,318","","",""
"1971","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","CLUB SPORTIV RUGBY TINERET MUNICIPAL CALLATIS","207,338","","",""
"1972","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","CLUB SPORTIV TOMITANII CONSTANŢA","1,229,150","https://ro-ro.facebook.com/pages/category/Sports-Team/Clubul-Sportiv-Tomitanii-165365756844242/","",""
"1973","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA SPORTIVĂ VICTORIA CUMPĂNA","72,000","","",""
"1974","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA SPORTIVĂ VICTORIA CUMPĂNA","171,886","","",""
"1975","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA TERRA SEMPER FIDELIS PERSPECTIVĂ PENTRU VIITOR","201,465","http://terrasemperfidelis.info/","",""
"1976","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","CLUB SPORTIV KARATE DINAMIC","49,841","","",""
"1977","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","CLUB SPORTIV KARATE TRADIŢIONAL CONSTANŢA","18,175","http://www.karate-constanta.ro/","",""
"1978","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","MEDEŞAN SERGIU-DARIE","36,350","","",""
"1979","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA CLUB SPORTIV AL SPORTURILOR DE IARNĂ MAMAIA","422,377","","",""
"1980","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","CLUB SPORTIV TAE KEON HÂRŞOVA","62,655","http://www.taekeon.ro/","",""
"1981","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA JUDEŢEANĂ DE BASCHET CONSTANŢA","80,667","https://www.facebook.com/ajbct/","",""
"1982","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA BASCHET CLUB ATHLETIC CONSTANŢA","154,261","https://www.facebook.com/bcathletic/","",""
"1983","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","CLUB SPORTIV PHOENIX CONSTANŢA","85,096","","",""
"1984","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA JUDEŢEANĂ DE ŞAH","46,011","","",""
"1985","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","CLUB SPORTIV NAUTIC MOTORSPOR","109,380","","",""
"1986","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA SPORTIVĂ HANDBAL CLUB DOBROGEA SUD CONSTANŢA","2,460,057","https://hcdobrogeasud.ro/","",""
"1987","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","CLUBUL SPORTIV HAPPY KIDS 2010","84,420","","",""
"1988","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA CS TOP STAR TABLE TENNIS CONSTANŢA","170,632","","",""
"1989","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA CLUB SPORTIV ATENA SPORT CLUB CONSTANŢA","93,375","http://www.atenasportclub.ro/","",""
"1990","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","RADU LARISA SIMONA","19,605","","",""
"1991","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","PALOŞI IONUŢ FRANCISC","6,734","","",""
"1992","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA CLUB SPORTIV MC BALL MANGALIA","19,556","","",""
"1993","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA JUDEŢEANĂ DE SCRIMĂ","60,219","","",""
"1994","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2016","ASOCIAŢIA CLUB SPORTIV HANDBAL CLUB FARUL","37,709","","",""
"1995","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Cultură","2016","ASOCIAŢIA ARTIŞTI DOBROGENI","12,000","https://ro-ro.facebook.com/artistidobrogeni/","",""
"1996","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Cultură","2016","COMUNITATEA ELENĂ ELPIS","175,051","http://www.elpis.ro/","",""
"1997","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Cultură","2016","FUNDAŢIA ACADEMICA ALUMNI","64,451","","",""
"1998","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Cultură","2016","ASOCIAŢIA TERRA SEMPER FIDELIS PERSPECTIVĂ PENTRU VIITOR CONSTANȚA","234,000","http://terrasemperfidelis.info/","",""
"1999","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2017","PALOȘI IONUȚ FRANCISC","103,600","","",""
"2000","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2017","MEDEȘAN INOCENȚIU FELICIAN","35,000","","",""
"2001","Sud-Est","Constanța","Legea 350/2005","Consiliul Județean Constanța","Local","Sport","2017","RADU LARISA SIMONA","57,455","","",""
